id,character,pinyin,tone,meaning_for_child,word_1,word_2,sentence,image_prompt,audio_required,review_status
char_u559c,喜,xǐ,0,“喜”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,喜人,喜家,我在故事里看见“喜”。,儿童绘本风：用清楚温暖的生活场景表现“喜”的意思，无文字,character meaning words sentence,DRAFT
char_u6e38,游,yóu,0,“游”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,游人,游家,我在故事里看见“游”。,儿童绘本风：用清楚温暖的生活场景表现“游”的意思，无文字,character meaning words sentence,DRAFT
char_u620f,戏,xì,0,“戏”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,戏人,戏家,我在故事里看见“戏”。,儿童绘本风：用清楚温暖的生活场景表现“戏”的意思，无文字,character meaning words sentence,DRAFT
char_u793c,礼,lǐ,0,“礼”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,礼人,礼家,我在故事里看见“礼”。,儿童绘本风：用清楚温暖的生活场景表现“礼”的意思，无文字,character meaning words sentence,DRAFT
char_u7269,物,wù,0,“物”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,物人,物家,我在故事里看见“物”。,儿童绘本风：用清楚温暖的生活场景表现“物”的意思，无文字,character meaning words sentence,DRAFT
char_u8282,节,jié,0,“节”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,节人,节家,我在故事里看见“节”。,儿童绘本风：用清楚温暖的生活场景表现“节”的意思，无文字,character meaning words sentence,DRAFT
char_u9633,阳,yáng,0,“阳”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,阳人,阳家,我在故事里看见“阳”。,儿童绘本风：用清楚温暖的生活场景表现“阳”的意思，无文字,character meaning words sentence,DRAFT
char_u4eae,亮,liàng,0,“亮”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,亮人,亮家,我在故事里看见“亮”。,儿童绘本风：用清楚温暖的生活场景表现“亮”的意思，无文字,character meaning words sentence,DRAFT
char_u5f69,彩,cǎi,0,“彩”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,彩人,彩家,我在故事里看见“彩”。,儿童绘本风：用清楚温暖的生活场景表现“彩”的意思，无文字,character meaning words sentence,DRAFT
char_u8679,虹,hóng,0,“虹”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,虹人,虹家,我在故事里看见“虹”。,儿童绘本风：用清楚温暖的生活场景表现“虹”的意思，无文字,character meaning words sentence,DRAFT
char_u68ee,森,sēn,0,“森”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,森人,森家,我在故事里看见“森”。,儿童绘本风：用清楚温暖的生活场景表现“森”的意思，无文字,character meaning words sentence,DRAFT
char_u6797,林,lín,0,“林”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,林人,林家,我在故事里看见“林”。,儿童绘本风：用清楚温暖的生活场景表现“林”的意思，无文字,character meaning words sentence,DRAFT
char_u539f,原,yuán,0,“原”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,原人,原家,我在故事里看见“原”。,儿童绘本风：用清楚温暖的生活场景表现“原”的意思，无文字,character meaning words sentence,DRAFT
char_u516c,公,gōng,0,“公”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,公人,公家,我在故事里看见“公”。,儿童绘本风：用清楚温暖的生活场景表现“公”的意思，无文字,character meaning words sentence,DRAFT
char_u56ed,园,yuán,0,“园”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,园人,园家,我在故事里看见“园”。,儿童绘本风：用清楚温暖的生活场景表现“园”的意思，无文字,character meaning words sentence,DRAFT
char_u9662,院,yuàn,0,“院”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,院人,院家,我在故事里看见“院”。,儿童绘本风：用清楚温暖的生活场景表现“院”的意思，无文字,character meaning words sentence,DRAFT
char_u5546,商,shāng,0,“商”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,商人,商家,我在故事里看见“商”。,儿童绘本风：用清楚温暖的生活场景表现“商”的意思，无文字,character meaning words sentence,DRAFT
char_u5e97,店,diàn,0,“店”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,店人,店家,我在故事里看见“店”。,儿童绘本风：用清楚温暖的生活场景表现“店”的意思，无文字,character meaning words sentence,DRAFT
char_u53a8,厨,chú,0,“厨”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,厨人,厨家,我在故事里看见“厨”。,儿童绘本风：用清楚温暖的生活场景表现“厨”的意思，无文字,character meaning words sentence,DRAFT
char_u5395,厕,cè,0,“厕”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,厕人,厕家,我在故事里看见“厕”。,儿童绘本风：用清楚温暖的生活场景表现“厕”的意思，无文字,character meaning words sentence,DRAFT
char_u6240,所,suǒ,0,“所”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,所人,所家,我在故事里看见“所”。,儿童绘本风：用清楚温暖的生活场景表现“所”的意思，无文字,character meaning words sentence,DRAFT
char_u95f4,间,jiān,0,“间”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,间人,间家,我在故事里看见“间”。,儿童绘本风：用清楚温暖的生活场景表现“间”的意思，无文字,character meaning words sentence,DRAFT
char_u57ce,城,chéng,0,“城”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,城人,城家,我在故事里看见“城”。,儿童绘本风：用清楚温暖的生活场景表现“城”的意思，无文字,character meaning words sentence,DRAFT
char_u5e02,市,shì,0,“市”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,市人,市家,我在故事里看见“市”。,儿童绘本风：用清楚温暖的生活场景表现“市”的意思，无文字,character meaning words sentence,DRAFT
char_u4e61,乡,xiāng,0,“乡”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,乡人,乡家,我在故事里看见“乡”。,儿童绘本风：用清楚温暖的生活场景表现“乡”的意思，无文字,character meaning words sentence,DRAFT
char_u6751,村,cūn,0,“村”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,村人,村家,我在故事里看见“村”。,儿童绘本风：用清楚温暖的生活场景表现“村”的意思，无文字,character meaning words sentence,DRAFT
char_u56fd,国,guó,0,“国”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,国人,国家,我在故事里看见“国”。,儿童绘本风：用清楚温暖的生活场景表现“国”的意思，无文字,character meaning words sentence,DRAFT
char_u4e16,世,shì,0,“世”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,世人,世家,我在故事里看见“世”。,儿童绘本风：用清楚温暖的生活场景表现“世”的意思，无文字,character meaning words sentence,DRAFT
char_u754c,界,jiè,0,“界”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,界人,界家,我在故事里看见“界”。,儿童绘本风：用清楚温暖的生活场景表现“界”的意思，无文字,character meaning words sentence,DRAFT
char_u6cb3,河,hé,0,“河”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,河人,河家,我在故事里看见“河”。,儿童绘本风：用清楚温暖的生活场景表现“河”的意思，无文字,character meaning words sentence,DRAFT
char_u6d77,海,hǎi,0,“海”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,海人,海家,我在故事里看见“海”。,儿童绘本风：用清楚温暖的生活场景表现“海”的意思，无文字,character meaning words sentence,DRAFT
char_u6e56,湖,hú,0,“湖”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,湖人,湖家,我在故事里看见“湖”。,儿童绘本风：用清楚温暖的生活场景表现“湖”的意思，无文字,character meaning words sentence,DRAFT
char_u6c5f,江,jiāng,0,“江”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,江人,江家,我在故事里看见“江”。,儿童绘本风：用清楚温暖的生活场景表现“江”的意思，无文字,character meaning words sentence,DRAFT
char_u5c9b,岛,dǎo,0,“岛”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,岛人,岛家,我在故事里看见“岛”。,儿童绘本风：用清楚温暖的生活场景表现“岛”的意思，无文字,character meaning words sentence,DRAFT
char_u9986,馆,guǎn,0,“馆”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,馆人,馆家,我在故事里看见“馆”。,儿童绘本风：用清楚温暖的生活场景表现“馆”的意思，无文字,character meaning words sentence,DRAFT
char_u697c,楼,lóu,0,“楼”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,楼人,楼家,我在故事里看见“楼”。,儿童绘本风：用清楚温暖的生活场景表现“楼”的意思，无文字,character meaning words sentence,DRAFT
char_u53f0,台,tái,0,“台”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,台人,台家,我在故事里看见“台”。,儿童绘本风：用清楚温暖的生活场景表现“台”的意思，无文字,character meaning words sentence,DRAFT
char_u9876,顶,dǐng,0,“顶”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,顶人,顶家,我在故事里看见“顶”。,儿童绘本风：用清楚温暖的生活场景表现“顶”的意思，无文字,character meaning words sentence,DRAFT
char_u89d2,角,jiǎo,0,“角”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,角人,角家,我在故事里看见“角”。,儿童绘本风：用清楚温暖的生活场景表现“角”的意思，无文字,character meaning words sentence,DRAFT
char_u7ebf,线,xiàn,0,“线”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,线人,线家,我在故事里看见“线”。,儿童绘本风：用清楚温暖的生活场景表现“线”的意思，无文字,character meaning words sentence,DRAFT
char_u9762,面,miàn,0,“面”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,面人,面家,我在故事里看见“面”。,儿童绘本风：用清楚温暖的生活场景表现“面”的意思，无文字,character meaning words sentence,DRAFT
char_u8c46,豆,dòu,0,“豆”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,豆人,豆家,我在故事里看见“豆”。,儿童绘本风：用清楚温暖的生活场景表现“豆”的意思，无文字,character meaning words sentence,DRAFT
char_u74dc,瓜,guā,0,“瓜”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,瓜人,瓜家,我在故事里看见“瓜”。,儿童绘本风：用清楚温暖的生活场景表现“瓜”的意思，无文字,character meaning words sentence,DRAFT
char_u76d0,盐,yán,0,“盐”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,盐人,盐家,我在故事里看见“盐”。,儿童绘本风：用清楚温暖的生活场景表现“盐”的意思，无文字,character meaning words sentence,DRAFT
char_u7cd6,糖,táng,0,“糖”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,糖人,糖家,我在故事里看见“糖”。,儿童绘本风：用清楚温暖的生活场景表现“糖”的意思，无文字,character meaning words sentence,DRAFT
char_u6cb9,油,yóu,0,“油”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,油人,油家,我在故事里看见“油”。,儿童绘本风：用清楚温暖的生活场景表现“油”的意思，无文字,character meaning words sentence,DRAFT
char_u6c64,汤,tāng,0,“汤”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,汤人,汤家,我在故事里看见“汤”。,儿童绘本风：用清楚温暖的生活场景表现“汤”的意思，无文字,character meaning words sentence,DRAFT
char_u7ca5,粥,zhōu,0,“粥”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,粥人,粥家,我在故事里看见“粥”。,儿童绘本风：用清楚温暖的生活场景表现“粥”的意思，无文字,character meaning words sentence,DRAFT
char_u997c,饼,bǐng,0,“饼”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,饼人,饼家,我在故事里看见“饼”。,儿童绘本风：用清楚温暖的生活场景表现“饼”的意思，无文字,character meaning words sentence,DRAFT
char_u6843,桃,táo,0,“桃”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,桃人,桃家,我在故事里看见“桃”。,儿童绘本风：用清楚温暖的生活场景表现“桃”的意思，无文字,character meaning words sentence,DRAFT
char_u68a8,梨,lí,0,“梨”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,梨人,梨家,我在故事里看见“梨”。,儿童绘本风：用清楚温暖的生活场景表现“梨”的意思，无文字,character meaning words sentence,DRAFT
char_u8549,蕉,jiāo,0,“蕉”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,蕉人,蕉家,我在故事里看见“蕉”。,儿童绘本风：用清楚温暖的生活场景表现“蕉”的意思，无文字,character meaning words sentence,DRAFT
char_u82bd,芽,yá,0,“芽”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,芽人,芽家,我在故事里看见“芽”。,儿童绘本风：用清楚温暖的生活场景表现“芽”的意思，无文字,character meaning words sentence,DRAFT
char_u82d7,苗,miáo,0,“苗”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,苗人,苗家,我在故事里看见“苗”。,儿童绘本风：用清楚温暖的生活场景表现“苗”的意思，无文字,character meaning words sentence,DRAFT
char_u53f6,叶,yè,0,“叶”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,叶人,叶家,我在故事里看见“叶”。,儿童绘本风：用清楚温暖的生活场景表现“叶”的意思，无文字,character meaning words sentence,DRAFT
char_u679d,枝,zhī,0,“枝”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,枝人,枝家,我在故事里看见“枝”。,儿童绘本风：用清楚温暖的生活场景表现“枝”的意思，无文字,character meaning words sentence,DRAFT
char_u6839,根,gēn,0,“根”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,根人,根家,我在故事里看见“根”。,儿童绘本风：用清楚温暖的生活场景表现“根”的意思，无文字,character meaning words sentence,DRAFT
char_u7cd5,糕,gāo,0,“糕”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,糕人,糕家,我在故事里看见“糕”。,儿童绘本风：用清楚温暖的生活场景表现“糕”的意思，无文字,character meaning words sentence,DRAFT
char_u7c89,粉,fěn,0,“粉”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,粉人,粉家,我在故事里看见“粉”。,儿童绘本风：用清楚温暖的生活场景表现“粉”的意思，无文字,character meaning words sentence,DRAFT
char_u4e38,丸,wán,0,“丸”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,丸人,丸家,我在故事里看见“丸”。,儿童绘本风：用清楚温暖的生活场景表现“丸”的意思，无文字,character meaning words sentence,DRAFT
char_u88e4,裤,kù,0,“裤”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,裤人,裤家,我在故事里看见“裤”。,儿童绘本风：用清楚温暖的生活场景表现“裤”的意思，无文字,character meaning words sentence,DRAFT
