question_id,option_id,distractor_reason,ambiguity_risk,review_status,notes
q_char_u9e1f_listen_choose_character,text_char_u725b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_listen_choose_character,text_char_u9c7c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_character_choose_image,image_char_u7f8a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_character_choose_image,image_char_u725b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_character_choose_image,image_char_u9c7c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_character_choose_audio,audio_char_u7f8a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_character_choose_audio,audio_char_u725b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_character_choose_audio,audio_char_u9c7c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_shape_recognition,text_char_u7f8a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_shape_recognition,text_char_u725b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_shape_recognition,text_char_u9c7c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_life_word_context,word_char_u7f8a_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_life_word_context,word_char_u725b_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9e1f_life_word_context,word_char_u9c7c_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_listen_choose_character,text_char_u9e1f,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_listen_choose_character,text_char_u7f8a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_listen_choose_character,text_char_u9a6c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_character_choose_image,image_char_u9e1f,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_character_choose_image,image_char_u7f8a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_character_choose_image,image_char_u9a6c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_character_choose_audio,audio_char_u9e1f,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_character_choose_audio,audio_char_u7f8a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_character_choose_audio,audio_char_u9a6c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_shape_recognition,text_char_u9e1f,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_shape_recognition,text_char_u7f8a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_shape_recognition,text_char_u9a6c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_life_word_context,word_char_u9e1f_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_life_word_context,word_char_u7f8a_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9c7c_life_word_context,word_char_u9a6c_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_listen_choose_character,text_char_u9c7c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_listen_choose_character,text_char_u9e1f,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_listen_choose_character,text_char_u4e00,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_character_choose_image,image_char_u9c7c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_character_choose_image,image_char_u9e1f,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_character_choose_image,image_char_u4e00,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_character_choose_audio,audio_char_u9c7c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_character_choose_audio,audio_char_u9e1f,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_character_choose_audio,audio_char_u4e00,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_shape_recognition,text_char_u9c7c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_shape_recognition,text_char_u9e1f,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_shape_recognition,text_char_u4e00,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_life_word_context,word_char_u9c7c_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_life_word_context,word_char_u9e1f_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u9a6c_life_word_context,word_char_u4e00_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
